"Data Source","World Development Indicators",

"Last Updated Date","2021-11-23",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Ecuador","ECU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49383226759.2146","53244119487.0417","55608906070.8352","58050320361.7703","61814654840.7042","64532449392.394","66852018674.3679","70992445182.7899","74136569424.8265","71642608049.449","74043841103.1168","78706481802.1389","83226863411.5376","87080715749.4804","96767828100.1701","105061868142.164","113007687560.374","118584813696.74","128576671514.5","130290804563.046","136455680459.363","150266909235.128","159559695566.132","175196209316.482","186846614273.657","179309604311.665","181967413007.433","195010792573.628","202267590160.504","205903294944.802","192246324698.181",
"Egypt, Arab Rep.","EGY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","208321874920.555","217790572126.85","232717288850.926","245144133730.445","260326988451.598","278124782538.52","297346098873.22","319286474518.381","340882281186.999","366736982096.425","398818686037.77","421974978053.266","438895222684.3","461322134076.187","493127762500.102","531226710261.416","584759230065.214","643027593658.5","702447294120.62","740882252585.784","788094704336.251","818754235836.905","958659720240.143","992022227977.067","985262043446.578","1064235799328.8","1057086848346.43","1062265603571.56","1145575835765.82","1230830145121.9","1290207820536.86",
"Euro area","EMU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5280108615972.47","5606997883055.97","5815636486222.86","5912531587961.98","6186708019216.7","6470742412480.13","6686380883094.87","6983184289977.88","7333834920026.76","7634735350802.41","8137404320496.37","8549258110538.12","8924440324890.66","9110175328847.14","9520640014437.67","9906880416864.52","10751907140317.5","11435245843253.7","11936453009710.3","11674480717229.4","12031428611046.3","12552883353603.2","12704508457657.8","13147582735780.6","13519771018875.4","13928886688133.5","14820312743330.9","15561398626623.4","16266510114926.3","16920576377336.8","16127699928028.9",
"Eritrea","ERI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1836429614.46398","2132903282.75395","2640747595.75814","2773186822.22591","3085429155.40254","3388982041.55673","3487874376.7852","3538709387.11861","3504145050.70487","3894538515.38692","4075039897.8946","4040494310.24776","4209509459.7278","4452380665.815","4542659675.71869","4731244991.5963","4351411600.70504","4554553075.01286","4708725093.18969","5224331270.24732","","","","","","","","","",
"Spain","ESP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","530638070176.855","562549788833.292","580716550309.728","588343525048.122","615227258586.272","645448252087.321","675655555893.167","717288364100.496","768102087025.957","805891424628.996","876008215818.019","937888672439.445","1009753311276.12","1055547880591.59","1121204649524.48","1205129771230.45","1362070766896.93","1466710759579.98","1528583945708.69","1488992580957.79","1476807962883.93","1489595017146.76","1483646917303.62","1512074688796.68","1558305994181.4","1621069891987.84","1733214656948.48","1841780549395.31","1904059536920.99","1987721055347.1","1815608483589.18",
"Estonia","EST","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9286509816.64774","9731868957.20058","11163547238.1645","11713361519.5769","11694825363.5915","13167131055.9059","14323575959.0982","16087733549.9594","17982507804.2421","19790063534.922","22536536810.9861","26019590058.4672","29720530142.1396","30488783700.7275","27348150613.7528","28807758752.0959","32598232994.527","34384867089.0084","36198153224.201","38050116722.6556","38378217195.5802","41201006348.4063","44556473262.6919","47801127926.7405","50812865422.0709","50480492191.2328",
"Ethiopia","ETH","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19861923857.8327","19068024748.1551","17811211600.9241","20629783004.4564","21742451908.1599","23558577167.2564","26970957181.1757","28313601759.7533","27642133142.4657","29488760481.6127","31978926212.1031","35393256881.9779","36497685087.8935","36371985955.2693","42420726703.5898","48911885234.8624","55851901028.9292","63922607129.3671","72196432560.1741","79150399766.5965","90122255177.1875","102289393957.91","112533091823.037","122434385173.204","148485604878.241","167119104031.576","194651496419.484","215094143811.298","235271659402.583","259501226155.106","278551911325.516",
"European Union","EUU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6216739693427.93","6520111460201.55","6737362333203.02","6861600082523.6","7195399116376.9","7550821290972.55","7814940523249.13","8149451104851.89","8547920609070.4","8895732271444.42","9480621444007.03","9963393907450.39","10421220502181.3","10672090805073.1","11215733599022.4","11678872463685.5","12709550218374.3","13588913025324.6","14289582470031.1","14035090846020.3","14517302354491.3","15189146983284.9","15416591543834.6","15964216189471.9","16442717006012.6","16986778020683.1","18073933850901.2","19037979909922.7","19954382946193.8","20848424133541.3","20022433389559.7",
"Fragile and conflict affected situations","FCS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","789407198033.331","847661932269.946","898104885052.966","933555110227.227","950410701008.274","994447071151.78","1056281451272.55","1143335697994.28","1232807674630.09","1284160219998.85","1394918506093.79","1483282915872.95","1525082805722.87","1505200444791.08","1765329060559.72","1959521410635.74","2174691318308.87","2398272606169.3","2599440786714.51","2730136768441.82","2918632908936","2976546431888.48","3259020566648.6","3451941897719.97","3596469460941.77","3483013762952.5","3553667244585.95","3766545330140.69","3966552610340.15","4142860304751.76","3994896507010.11",
"Finland","FIN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90265848548.9923","87825382130.7148","86867337299.2047","88336815286.099","93798773315.5829","99803833599.8509","102688657703.133","111981122064.85","121498842738.499","127934744369.414","138703561571.422","144266612136.598","148763741906.139","151289835349.714","162992881035.053","168146788316.398","181207160374.788","199873497786.211","212980676990.544","202878409362.365","209096799360.739","220471055643.893","221285752810.968","225680035610.262","228058553146.46","232867491858.974","246928408039.55","262026475788.422","274157978914.539","284480511478.891","281018749338.114",
"Fiji","FJI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3058693102.25948","3076753159.84522","3338828711.3631","3490774165.86316","3747148137.23302","3921365110.64708","4184835937.13523","4165955092.73288","4267610754.99997","4710198560.99713","4733630525.21469","4934208367.53019","5172647992.90434","5321396045.96229","5754286243.18659","5975063668.66377","6269918031.41014","6383577453.46452","6574958071.44494","6533256125.20689","6804670601.4552","7134734867.15989","7646755789.3648","8254663160.44005","9831527135.70518","10781765000.9703","11020155995.5114","11783674123.9893","12526653517.4198","12693491874.1093","10400005984.9603",
"France","FRA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1025467669734.99","1071257900454.03","1113195253051.49","1132405227954.61","1183862536059.2","1234150344177.85","1273114523435.78","1333376996155.95","1405861395528.77","1470523899441.7","1589936180393.89","1687448028312.09","1762926373243.27","1751797544832.54","1820723750991.02","1926880446239.76","2062930997917.15","2181668616431.29","2259256991361.58","2245566957467.61","2336458699266.96","2446475413051","2474003939353.38","2608522466158.15","2662033396692.53","2718496736713.76","2864106383742.44","2983008898740.32","3128337906760.32","3336885636375.57","3147996259903.87",
"Faroe Islands","FRO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170422441.762911","189271637.171164","201343884.611802","222895645.185414","226438545.291684","247403249.171007","243915675.206099","233229361.345254","242577472.60937","249462030.152831","267367014.880799","279154083.644587","285120758.998075","294981392.270774","293592427.621849","308919163.402916","318009716.654237","320556238.472526","318920730.936647","324864719.617549","336075697.307838","354035867.533622","354089774.691078","347045410.623857","345315038.223687","364716357.97456","371860687.894179","389013434.198747","399196702.964323","411200018.906682","",
"Gabon","GAB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11761989374.1381","12903017061.5368","12789256711.877","13609104514.4426","14415778957.9751","15450117605.3435","16303333412.0905","17547138371.0185","18361763868.0569","16963003476.6393","17015659145.9437","17760178208.9234","17996173809.3228","18742324018.1003","19379622850.2116","20518080320.0839","20545716836.7383","22365200621.7813","22045903325.4295","22242921983.0834","24097481835.4598","26345487003.7203","26868451928.813","27463881944.8317","28955844877.1506","28630139365.0076","28684983156.4358","30986311650.7557","31997757896.9508","33853794566.135","33810230023.9606",
"United Kingdom","GBR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","972727057280.763","994529799088.3","1021274203546.81","1071501134734.38","1136471915938.45","1189676644762.62","1269582167790.58","1342537017628.25","1383639360547.88","1432522433278.82","1555999806902.11","1639407415514.8","1721569207264.48","1803323590718.29","1913770863293.68","1968627184968.18","2108799575578.56","2177277848190.4","2264898651970.74","2182384352921.78","2288743022372.59","2351301320582.62","2439690778953.13","2560720778772.47","2667369180635.81","2771840629787.55","2896751829428.58","3021843380304.75","3133331675324.88","3242463982970.3","3019057448228.85",
"Georgia","GEO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27502286512.042","22433122573.0264","12642338804.0015","9149997397.89441","8373468759.28357","8771327160.67903","9932303384.14554","11173375015.1153","11649960737.0356","12157256763.287","12657517073.2423","13556742862.2903","14524990237.2218","16430841718.4848","17850911489.6128","20172105873.8104","22740224101.0782","26288412674.7565","27447928249.6555","26647548491.9831","28642799807.5431","31404963200.6754","36640112634.8222","39451053057.9766","43054252353.1571","45035492644.5473","47930061166.6244","50662483514.4009","54391332779.6939","58120644334.6902","55201246996.0599",
"Ghana","GHA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18268245971.2704","19883562039.8089","21125636041.8699","22675265171.9186","23923740895.012","25429872681.8771","27087315122.5553","28728687625.8918","30417594051.3963","32214461017.0757","34153187522.02","36298404715.3956","38531824472.6733","41288261816.1763","44774219849.8645","48892878541.0427","53596271560.149","57428333028.8488","63902175211.9109","67508666323.996","73690444261.8851","85797385076.0381","98315093257.2606","140882670438.013","143110004939.935","139385714540.491","137985298691.512","145132315606.414","157831279263.964","171103469315.964","173893743342.688",
"Gibraltar","GIB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5604779166.56196","5945749510.60693","6280162221.30326","6753312626.04007","7171363021.97452","7659101208.80879","8147310162.35731","8722707854.89147","9142327407.9993","9627862283.37466","10089469201.4133","10687978019.2247","11417760036.4585","11775008523.4869","12374984107.7895","13142923426.5146","13701736683.4553","15029008636.1143","15954575160.1287","15895726717.0568","16854986319.6423","18172750190.6433","19125167503.1969","19730520884.6219","20122408008.2638","20799124961.1092","24399990225.9489","29176885980.0036","31777170682.0461","34170665277.3237","37001534213.0669",
"Gambia, The","GMB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1486965080.76182","1585013676.18766","1675907813.49426","1767309110.79206","1807834668.18149","1862019820.10154","1938273738.2469","2069607006.78101","2166152358.5547","2338062671.72713","2521797590.05633","2726583801.39222","2679696254.54467","2916974709.34523","3206689019.07315","3228813825.60575","3308042803.02274","3500282386.08419","3791601187.66594","4075170886.59331","4366237247.74453","4095033765.28765","4190620609.90576","4165986163.68023","4102796584.71164","4311179261.73183","4446016237.15633","4588632823.22907","5038758421.62489","5439341717.96503","5505227859.31052",
"Guinea-Bissau","GNB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","986985518.670986","1072401529.50064","1108905844.97132","1159029683.61654","1221660834.59736","1302158074.98285","1479816190.68589","1604185817.36023","1166391791.85291","1195366686.47944","1288411407.75223","1345492467.78335","1353309810.06555","1386278645.00362","1462911531.2359","1572833647.49254","1657852360.89437","1757935025.41928","1849541241.33285","1926426824.73444","2038736560.95379","2249594251.25778","2175252518.53473","2248857564.16191","2332574695.02558","2774674410.9887","3113471483.94557","3519615667.21345","3650388398.4485","3882753264.08843","3835469791.68168",
"Equatorial Guinea","GNQ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","273945598.525082","280314704.921135","386318639.993849","439109380.605434","523243657.927885","627629899.357857","1064648745.41664","2708923093.53477","3390693734.17627","4322400660.71903","5223898642.66177","8722003541.20019","10584365243.6776","12285432329.6125","17410170853.2041","20959296043.6284","23257333796.9397","27531778948.9456","33063039146.6364","33762635648.2781","31107908523.9633","33829572382.3589","38742501085.3548","37422586820.9297","37816353965.5144","28095292742.1539","24861119032.1946","28459489607.0026","27325291211.4136","26150162020.8786","25171795476.4946",
"Greece","GRC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135408020600.103","144326779220.846","148649299577.712","149736420646.998","155992549905.3","162607633841.208","170909934297.719","182840023207.218","193323714159.601","198711870247.148","210979945689.354","227712026883.675","246559427543.151","260874559084.5","278691714741.976","281028288686.782","314200907723.437","323550929517.93","341817993053.192","337447729410.127","310668079608.997","285079593304.756","275155387394.967","284524682948.774","290196810851.939","289146108000.722","296029302728.601","308068249046.59","318562046357.299","330966133502.714","305005122357.204",
"Grenada","GRD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","455268982.35877","477186374.262242","483906898.488864","485673610.822408","504445596.94285","525990613.947232","559393465.021389","597954392.784926","675756101.229566","732801841.63954","785803167.180392","786786462.861541","826703734.536299","921748404.829422","940435296.66762","1098472403.99823","1086498720.73044","1184003536.94945","1218471126.43197","1146564908.52546","1153994996.51296","1187113039.99111","1199574282.19567","1285879276.92482","1420279857.55212","1551090812.87388","1656762122.48781","1798099078.35128","1917520947.9544","1990426616.9699","1788288717.02007",
"Greenland","GRL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30060040389.4722","32213458574.7711","34541689700.2752","36749096396.6963","39047863601.5156","41839479075.7952","43865724780.2303","46598688064.112","49476274201.4786","52121478535.8951","55209685769.9608","57736723347.6202","60901722642.9454","63620997665.3058","67383930499.2081","71759179634.4133","77887088274.0812","85048219083.536","89558087226.7302","90671190119.6935","94373325496.7776","100356396780.438","106499944416.169","112026328527.748","118753948140.898","127566291555.947","130131253708.676","133882980507.73","141651998407.763","149755962160.604","149267094902.283",
"Guam","GUM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2269008492.36034","2487842796.92525","2741940893.95726","3036404037.1689","3365855401.32017","3609336390.27177","3967821036.00684","4288395277.03468","4263844953.4344","4453445095.60156","4490906719.37448","4694028032.59822","4822283215.99067","4880783721.82846","5090542869.4711","5146702428.09835","5574447257.91885","6135834761.46402","6355596737.83603","6652363091.93491","6984244463.697","7510831415.15771","7916300208.37526","8369731951.59515","8360291166.10801","8593946180.92471","8713910376.31882","9306806134.53307","9953497836.9178","10673487931.5955","15499768712.1646",
"High income","HIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18383109306888.4","19367964090567.1","20278486239357.5","21045381604705.9","22259453744575.4","23396795343752.1","24601132782468.4","25889755110319.7","26933232848021.5","28199516882924.1","30171947931449.7","31354223957690.8","32582976966637.4","33905945006935.9","36038057053381.2","38067418278774.4","40823516024369","43152000368327.9","44606719073230.5","43766932555959.5","45706450957243.8","47813776025559.2","49405432957596.1","51302632496674.2","52969356648816.7","54209854692605.6","56080741187257.9","58624505551721.7","61379582886794.6","63551583601185.5","61549486094106",
"Hong Kong SAR, China","HKG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104156115501.32","113818212449.574","123670298197.031","134452388764.04","145612460789.694","152194761505.169","161581196788.946","172857976023.555","164520495485.991","171079409343.2","188307535689.445","193517267709.066","199834870952.123","209766877964.518","234155428018.123","259287931065.441","285921047371.508","312582459092.73","325443475331.398","319860370245.394","345486877582.287","369685331700.329","373482558531.676","385448332074.392","396043918178.997","411294477052.779","419810624219.189","442387687745.01","465904007388.836","466255341756.142","443204409458.482",
"Honduras","HND","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10162455752.514","10157395056.2795","11019860699.9744","12013855263.6908","12296403388.1992","13331267326.9832","13829323137.4916","14723868834.6088","15424159923.6583","15531748233.494","17036736964.317","17884544595.2202","18849502622.5003","20072566940.6346","21897625326.5748","23945932319.4737","26290762652.7496","28667668913.0693","30461990353.2645","29947848187.0113","31427232362.6168","33314349143.9269","34844289142.3691","36445584467.0234","39875503507.5608","43955139193.462","47719049297.9263","52444135530.2339","55768198754.2598","58269725391.5089","53688524358.481",
"Heavily indebted poor countries (HIPC)","HPC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","359512370204.061","374753285780.006","381503393793.529","394945943906.849","404037901228.028","433395076259.215","464387859264.811","492650032035.986","515530923238.922","540455836961.343","568090976387.518","606132952944.705","636994055327.093","678659156841.185","735095351292.534","804014932968.6","880656607351.533","962401162668.093","1040828510854.6","1097348648679.22","1176363194378.55","1260804461854.51","1312798370075.91","1435452867463.44","1569417571161.78","1673718889782.85","1781234020523.42","1898236420298.96","2034794063115.03","2161625853945.05","2196522025264.18",
"Croatia","HRV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36940735427.0117","39758796190.3867","42932896317.2349","44512699021.2761","44528562733.9852","47307816903.3105","49665113362.8865","54408853260.0317","58310171926.0752","62559845877.7616","65947858417.0483","75104731452.7643","83267880181.0587","89507453401.0366","86145069841.2484","85112176300.3223","89055724750.9704","90339300421.3428","92861349145.1112","93502002543.5275","96704335180.6702","103842398391.19","110537921519.404","116725859609.462","122957545548.893","115360905458.654",
"Haiti","HTI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14459747981.2158","15229859961.4395","14749810024.1266","14280090813.081","12842028241.253","14409032214.0655","15280426712.1895","15974348302.5486","16506600455.0067","17198752286.6941","17736210476.8908","18064657162.9719","18520045310.8647","19497694428.0468","19775696548.2588","21129391022.8918","22148580071.7179","24010397194.4105","25084054565.0299","26870883749.2815","26149570845.1158","28338730486.8326","28317570996.5471","29872706670.4998","30562742045.6341","31053001979.3673","32798870134.9337","32738003150.2684","34083159241.2359","34108087808.6002","33356574936.6376",
"Hungary","HUN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86153044158.7966","85416346115.348","86936351390.7852","91409628025.0885","94716455205.1203","96196504213.1441","101067166852.986","106748523552.132","111315201192.571","121085109186.054","134614917256.414","147567884018.729","156657222791.737","164041614128.881","172222023006.273","184680778081.326","191472990753.703","207757652349.402","207359073277.675","217167008533.833","229348031842.066","230214451411.076","242367240075.151","253001464884.581","263571390904.7","273925720700.132","288403653836.432","311175568872.58","331796894851.41","322562097345.176",
"IBRD only","IBD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10125449517256.5","10680082008211.9","11158024242144.5","11775773962894.3","12413899747136.2","13230746415799.2","14205102333818.4","15178177389373.7","15505620436054.4","16326399218552.6","17684081071729.2","18747853161503.2","19894691776883.7","21459563697993.7","23781320712618.1","26314879203845.6","29672451122723.7","33153417125701.5","36160802854945.5","37621321238390.7","41000684875634.7","44590927817904.8","47807442638291.5","50547388922009.2","52543807857876.4","53463988213647.3","55897330127904.5","59335197589081.4","63679990084502.7","67135270985538.4","66332713067254.1",
"IDA & IBRD total","IBT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11185685479367.4","11796467012417","12324223102723.1","12980189241570.5","13654383490120.5","14543134031097.8","15605518119049.8","16649267995443.5","17042395710845.9","17937648306853.5","19399480335219.6","20583977447054.5","21857215603768.3","23565485612402.9","26090820979355.7","28848871108627.5","32448727221292.4","36186948733063.9","39413278432942.1","41070827411470.9","44695265261972.8","48530987867413.5","51942276437188.5","55008065018232.9","57355901752971","58525499325872.4","61187414934728.9","64951008662115","69718822206478.7","73520503711075.5","72768275096053.7",
"IDA total","IDA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1063290734201.05","1119570087495.8","1169523076100.17","1207346113408.13","1243192947971.29","1315145685572.18","1403221468906.04","1473632897495.78","1539984794470.09","1614504499192.11","1718231725411.59","1839441135540.95","1966293768631.66","2109896865071.29","2313702810857.1","2538462308346.66","2780640645648.57","3037837039503.31","3256702295589.81","3453977019633.39","3699380404961.08","3945193136614.24","4141062337826.71","4466541059199.46","4819687951226.63","5070649353965.31","5299619219574.66","5625935942137.31","6049828293813.26","6397031693104.63","6448493646670.85",
"IDA blend","IDB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","550383725065.615","581809477529.844","615196464582.898","628851149643.298","649275615038.582","678994364808.684","723055690179.096","750525328577.04","779761757403.347","809954607783.695","860243534432.812","916787626219.067","991453962808.835","1063313082728.77","1174836173160.9","1285131023741.03","1401537774482.11","1521087577054.45","1611451207269.03","1712514004031.34","1826784669082.49","1949603572371.17","2032339488427.89","2162107877473.69","2317459050209.64","2405636575175.97","2454076001794.34","2573124928500.24","2741039097730.45","2851865266446.03","2865047979081.63",
"Indonesia","IDN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","558774614906.229","617599563136.178","672717169389.859","733401200225.154","805541513527.764","890036966195.71","977192086623.17","1041413997184.03","914893141070.981","935444860651.984","1003409878357.44","1062779719417.25","1128166279136.92","1204049454381.46","1298670016319.68","1415353361050.54","1538398895700.02","1679958456542.15","1815628705517.81","1914153967345.5","2056981019927.07","2229511719014.97","2413435225696.69","2535041372928.96","2622251600815.57","2647706548803.03","2744896640112.26","2894125530220.37","3116958911116.03","3331807553957.09","3302376939184.89",
"IDA only","IDX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","513002193672.809","537683355512.371","553671318756.111","578277298465.899","593602888586.225","636223498575.255","680311631569.801","723690623436.667","761054637424.844","805789543894.547","859392775088.524","924318125665.25","976177961646.801","1048029064859.61","1140300709308.69","1254970249792.95","1381004299903.68","1518999384137.23","1647992146327.62","1744365289933.67","1875714567127.42","1998913626427.38","2112268539521.95","2308378216493.96","2507113980977.44","2671460889584.57","2855030928554.09","3064346756995.91","3322379561305.8","3561659343161.06","3600524978229.29",
"Isle of Man","IMN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1048721458860.23","1095644743985.09","1182049975428.68","1267556224161.08","1380831944079.4","1516570791568.9","1660928910357.75","1759096527697.86","1888909813756.38","2085682732543.69","2214209383960.06","2371931984607.47","2501105223095.37","2747800522348.92","3045344755474.08","3389017492184.65","3773022708578.03","4171185449753.47","4383576794711.13","4764254227921.92","5229333741119.76","5618380734788.7","6153155415799.54","6477517561942.46","6781021982584.22","7159798324010.31","7735001687459.64","8276934253114.71","9029375940714.04","9562005607605.32","8907027732664.47",
"Not classified","INX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48176248604.742","50766538363.1086","53659421128.4267","56409786969.8964","60930538604.5378","68201535441.701","74317086701.8313","83140533579.3181","93157098364.7","101534472721.861","114987725984.539","125967460163.514","138491150176.63","144856770991.402","157524240554.692","168336054806.382","188778268823.593","205504106549.206","198299092484.809","188225361167.461","197163552271.651","206471050963.725","213241082189.65","221160036389.277","238002440659.259","324570321087.434","339999799820.973","373770580497.352","412094259876.008","441873732572.682","475683734809.11",
"Iran, Islamic Rep.","IRN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","405678109494.681","471389262572.439","495932258076.65","512908318487.111","516139215449.915","538998362521.783","577392545412.813","590646028653.897","610280250371.288","624877009212.093","675955891323.579","696679678545.651","759270638672.037","840746935458.536","901231794002.663","958947642349.376","1037363705684.15","1152107949767.8","1177464322047.07","1198392752461.62","1282648743150.82","1344086183911.39","1204868695388.78","1168173442990.26","1180245347698.22","1066588920477.83","1114814815036.12","1172665437001.49","1128459783071.41","1070680601853.69","1101657658960.82",
"Iraq","IRQ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47883474186.3012","64936631855.0766","86611272341.7367","91870539838.7688","95785489865.2787","108288887630.397","133634845901.897","182244439910.52","217381027435.892","259847323268.892","270224435739.881","251994049035.944","162581938193.137","256084692644.556","268476401388.234","292218765526.531","305726586077.155","337318189594.393","351375625502.977","378229231184.638","415269270855.8","483559417994.869","515106414386.02","477915775957.398","347324222790.713","345187247265.842","402528804086.855","407189567100.462","432881404754.531","392712813379.978",
