"Data Source","World Development Indicators",

"Last Updated Date","2021-11-23",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Liberia","LBR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2829657672.65436","2976170338.48242","3137011610.85351","2232050855.57665","2352193038.98607","2553556314.18923","2842453825.87732","3197126771.90479","3492215618.73918","3705355945.68909","3977186653.78257","4393239184.19533","4855466757.65079","5689798755.87836","6024575445.78625","5778552811.18067","6325435787.28629","7126900130.29696","7387237642.67785","7347807248.54179","7223320235.95162",
"Libya","LBY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91205951592.9343","96675513745.9538","97054365517.2104","97644210415.3266","112402952967.548","120579097289.918","139094545380.68","152619364179.002","166674442913.096","174448757419.77","174389766718.888","185280496395.06","71733711996.5322","152651325256.257","125579914377.392","90996326484.5627","78431959498.8301","72119611548.432","87115614620.6817","102706797809.041","107191362396.378","74532464741.3432",
"St. Lucia","LCA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","941327789.310988","976817203.580124","1078535417.2969","1110539480.09","1152385939.2555","1197119085.53531","1254665407.67946","1268236167.34298","1363135072.72165","1419745599.34067","1452191226.1255","1433466789.27574","1462204942.34418","1552874875.6465","1710573590.59275","1756619783.23652","1921899139.06203","2006911254.68825","2147208890.93694","2102372685.50467","2160982672.0972","2327094347.93733","2310594135.16849","2394488504.6185","2453549036.70769","2427466022.20243","2572784244.17714","2704505166.04442","2842538145.89538","2943301926.30469","2376861099.45898",
"Latin America & Caribbean","LCN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2737791771913.63","2938049026942.78","3095928922133.45","3243159020506.33","3469828762768.6","3592355654939.31","3791849400097.71","4062268518541.49","4205639082987.2","4270068160877.76","4526986670287.4","4659188650278.5","4746478380544.08","4931759437835.46","5377559043530.89","5791543017154.17","6355938902553.66","6887845159500.1","7320712790153.48","7288010050796.48","7828960291075.59","8436484850386.78","8702207552146.23","9092367164115.63","9385693538991.1","9355051213989.3","9612046352896.58","10105771144231.6","10501085243227.6","10820379077021","10231873053529",
"Least developed countries: UN classification","LDC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","454640178444.261","478930313045.398","495103843026.81","509217770852.88","525436350979.16","567806488497.958","611166669137.965","651476567769.748","685288137789.175","726122892584.822","775978199756.258","836105310762.591","891683060206.636","958385789748.145","1048461904583.12","1165919539860.32","1290922143039.3","1432113504864.07","1561323375191.72","1653378968409.34","1779146835943.95","1890643994265.89","2000020509253.59","2150082631016.84","2346551743812.66","2451376908624.85","2619140082313.25","2813647684941.45","3035781958619.72","3242674235863.82","3272552498419.58",
"Low income","LIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","212663826495.641","222245505501.448","226681321877.69","235728028244.181","244134577053.226","261647417351.92","281158591708.217","300263562691.71","314279924123.168","330086521972.309","348524734756.755","375678988578.703","396756402643.692","424727025031.489","461578027042.22","509879685602.105","560965264192.439","620268615651.454","674002091804.358","714454122587.86","773665498779.639","806178019162.673","804956222528.514","859679236565.033","961023565917.661","1015635775737.31","1096864169051.87","1167073372692.53","1252558394281.02","1333496367972.92","1366276232603.48",
"Liechtenstein","LIE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39941097175.3291","43191227829.437","46119236072.1447","50470105333.8847","54434493965.7102","58632654852.8132","61975015939.12","67123965355.0553","71068723434.2775","75195282934.8044","81488854985.8475","81989294209.3868","86588197086.6786","93435315263.2568","101175371580.305","110838749943.562","122949606636.857","134833530455.682","145634986466.306","151938419569.196","166030136722.973","183744230021.17","210687556548.255","223389738314.381","233894955001.782","242360503475.594","259190046868.401","269853543169.891","285374282250.966","297019226357.243","289887738060.755",
"Lower middle income","LMC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4069976548235.94","4307812698774.06","4532261775015.67","4713982375938.9","4926303726931.1","5266620064013.54","5673891432207.23","5971419033174.12","6111986954770.45","6475972775238.94","6920837593306.71","7359530617189.82","7826505915926.66","8489280920723.11","9295806287891.8","10179564331089.6","11176394675785.4","12272170394192.1","13013814561312","13717078178148.4","14795080008033.6","15831341699546.1","16939757258561","17840805625147","18601492648273.4","19200858784585.6","20253442153134.4","21479955971456","23072471016874.7","24336367736066.2","23620534849665.3",
"Low & middle income","LMY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10697570757901.5","11284584097535.8","11770364886891.5","12397262960159.9","13043858791468.6","13881311296549.6","14904246334274.8","15887388432051.5","16245735279244.3","17134877493182.6","18551204041411","19696153303966.9","20958931006143.9","22657108039822.1","25072025729201.2","27752050287658.3","31204841464887.1","34812627416388.4","37954885797458.9","39602080104611.6","43135367384305.5","46843480787877.6","50178266781714.5","53169830956434","55456413337985.3","56565075146702.8","59125058116941.8","62766516112258.8","67413347607669.2","71073714927194.4","70346870777411.5",
"Lesotho","LSO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1383348620.42123","1529761722.52286","1673464549.63019","1773258252.14025","1919427796.21245","2024168034.06709","2176597674.94332","2297572893.70437","2359158936.80724","2404612887.30078","2553642572.13655","2702599816.6872","2765220360.79177","2945002584.12999","3075470575.95163","3281189803.72759","3523483057.50231","3769657980.10026","4055193386.155","4034806466.98773","4296782277.30353","4588943848.95465","4652464297.89504","5199255916.2663","5730193288.61063","6336395992.14007","6204961285.19335","5580816901.26206","5644911272.29686","5723765625.89174","5152322870.12584",
"Late-demographic dividend","LTE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5289950265587.61","5538849057707.19","5718090269315.42","6118781413453.95","6538592032284.43","7060337314702.2","7563812266520.53","8104921621006.56","8401108178830.18","8897578768223.83","9742478292223.59","10471168177573","11313256604934.5","12371697034982.5","13747230785123.5","15323857439831.6","17553075280114.4","19867268278511.6","22015243583258.6","23010609493679","25171390890650.2","27663847848733.6","29708706110146.8","31541286015114.5","32825667240490.7","33084320802231.4","34323375969666.9","36431266785019.2","39407127720011.8","41860056316273.5","42234120136038.4",
"Lithuania","LTU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21470181893.6303","22941745256.2745","25265828814.3046","27550708814.6926","27562071462.9566","29569558409.5746","32765056495.8041","36085824638.129","41171180661.1623","43968080331.2869","48211642533.947","53828557681.5486","61625430414.6212","66270586755.2437","57343843274.0359","62292838525.1748","69297881709.4138","73809005494.2263","79034122256.3816","82647216574.0364","83761417312.2384","88700533710.4277","95492177900.2528","101825995572.498","108314714458.81","108251948017.469",
"Luxembourg","LUX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11317652222.4058","12711784078.9583","13238060628.1165","14120964077.3044","14973579474.3676","16182060339.7522","17105363455.3073","17967425412.3677","18854736711.1314","21794057203.7217","24155877362.924","24679312274.3926","26222378149.9609","27117654368.2886","29344132386.9718","31733108754.2518","36831661433.81","40300682791.0425","42362971851.4074","40978429440.7547","43438665761.3749","47690524461.9649","48646428610.814","51940075107.1763","56353766041.0479","59081030477.9174","64406173772.793","66973407127.1117","70914235375.9441","74996677379.9711","74835769403.9793",
"Latvia","LVA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13670426018.7148","14224148889.2606","15762277634.1797","17016870479.3516","17683854762.0056","19019251562.2487","21120022984.9918","23260398831.9841","25232511396.7112","27699877648.1421","31069298713.6167","35048822786.827","40013894209.1281","42500519510.3051","36356726010.9036","37035505122.9466","40945372773.8483","43549724122.5358","45914345115.1779","47459606719.2167","49361752842.3194","52339434715.7586","55645420267.1829","59355857672.4101","61247579969.7192","60886088192.8661",
"Macao SAR, China","MAC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9362354117.85374","10033117344.4606","11626481027.3911","12519363348.6836","13330450831.1216","14058629173.2702","14256044345.0282","14470458999.9175","13964429329.8265","13831855106.3516","14953765963.9696","15723131915.3529","17395088492.535","19780560609.9077","25722608565.0953","28665817085.9707","33487896391.1827","39365671420.0585","41492362594.611","42341384675.9278","53596110863.5598","66543283702.9429","75587734812.7121","88662888143.3566","90217341071.9546","70041728167.3024","70431862977.058","78559180691.8422","85646974787.5264","84884169342.1719","37536618541.2926",
"St. Martin (French part)","MAF","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63749345503.832","70660973432.9195","70755211132.6839","71895921956.1531","81206100746.4838","78427314043.6418","89744679390.7094","89923770135.3571","97518322133.9155","99996017347.7581","104186959602.84","114265954836.287","119696543291.712","129187236500.533","139029206436.019","148078776964.196","164115797564.455","174476003673.646","188405513419.813","197898249083.893","207843489307.36","223315729951.264","226123984328.435","236669859661.439","229401963793.421","247207179584.528","253685437088.192","264212938334.625","279075124084.255","291107064155.692","273663481931.304",
"Monaco","MCO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9400974486.66183","9010486263.71752","9322671040.09223","8810827934.86633","8636983076.45621","9016173227.31765","9775986405.69342","10705207615.2059","11623678408.0761","12819921774.7801","14210699086.4627","15343499608.0814","16228338903.7847","17834433607.222","16892170693.172","18302326301.4121","19771747983.6322","21054653399.4108","23960618216.0205","25218452232.6663","26233146016.6985","29732362696.7569","32101220495.8184","34285944983.7942","36147518496.4867","34035718039.4896",
"Madagascar","MDG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14059949901.1962","13618768945.6735","14093615458.3494","14730652246.6066","15038879856.047","15611965166.0355","16240286678.972","17141249800.8302","18013170749.3782","19131946840.0392","20431382027.6626","22128174208.3906","19689102226.6734","22017083017.1857","23798429156.713","25706808359.9102","27914530399.7071","30301291080.1746","32964271662.2616","31894023837.7049","32465467744.7048","33666789093.6671","34211243846.4438","35256755127.2616","36701697717.2108","37486186735.8963","39996977188.287","40514543473.3171","42814883290.9353","45496678367.1257","44113767085.4056",
"Maldives","MDV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1569194921.86276","1723501768.74726","1901647670.27402","2067177687.21785","2226528636.12412","2363844377.17495","2320427418.5719","2528456473.94047","2929532794.57381","3189921611.1014","2857433736.09493","3712603229.17537","4106412499.60849","4583370938.93835","4284461794.62438","4649285283.17933","5153016194.53146","5438384433.88027","6140033356.58292","6957268404.30841","7628373701.94697","8279143210.57638","8964243530.80134","9925655606.64637","10808696503.0163","7440904470.54705",
"Middle East & North Africa","MEA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1933477871786.03","2174453098110.96","2322688063886.79","2434545364493.02","2534577312095.08","2652396913227.13","2827381277781.29","2972237457009.43","3150935130909.11","3255335508825.63","3553863015643.4","3678597752543.67","3794910498227.81","4042275360880.79","4490428351538.6","4844403643519.55","5261678877989.62","5680542356997.88","6050597519831.97","6143145861355.87","6525600814935.33","6892534101281.71","7263688268535.86","7360767547438.71","7364774846973.92","6755345391414.48","6735944106984.33","7137116243856.29","7389733497749.98","7574847200160.94","7445033342066.4",
"Mexico","MEX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","678414631297.192","731979513078.201","778107605101.355","758247409111.742","812704221638.171","777544178691.375","845410743583.087","918870686638.6","977196844446.241","1018601794034.79","1096780829250.8","1116305299601.21","1137595954619.2","1183622615606.06","1263142572213.82","1341775400309.42","1485209697967.45","1560053813909.2","1653898166712.45","1637276799538.65","1741129416219.66","1911319122227.47","2012767821886.24","2064490858166.15","2173227410899.1","2230188837833.73","2383253006289.45","2460766209923.96","2556350916361.16","2608649754476.72","2428201163271.2",
"Marshall Islands","MHL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92202656.5830387","95404446.2381323","104546579.895968","113452849.268631","122686396.647833","135546848.896493","123807647.936969","117898611.222207","118248657.18999","118450317.16","122738009.702617","133992146.982489","141204135.000777","141502373.57958","146691354.527739","154820539.776624","158946084.871418","168488355.381983","161151259.920814","167550822.903583","180806770.418592","183453427.557935","182680391.362427","193355151.314989","195060376.021983","200096495.730958","204278415.760986","215159114.579839","227695094.400501","246891401.768431","",
"Middle income","MIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10490102275650.4","11067566822526.7","11548497234351.6","12166252605094.6","12804232023054.4","13624677857366.5","14628499036744.4","15592960713729.3","15938299364072.9","16811840853579.1","18209199174633.3","19328063503644.2","20569894817633.7","22240442491858.4","24618795379009","27251339946651.9","30653345628893.5","34202545049815.1","37291836015865","38899392124887.4","42374380835921.6","46050044272206.4","49384806728292.4","52322580507933.8","54517010826628.2","55576253673521.7","58061425236576.7","61635112385874.9","66198964207851.4","69782373903382.1","69029111695319.4",
"North Macedonia","MKD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11024728431.6918","10694241609.2103","10219855388.4107","9680657983.35259","9713544459.10401","9806677758.10338","10104582134.5081","10433374802.9564","10936739233.7831","11547032876.7664","12471130551.4605","12316109050.6781","12919308129.8782","13353765097.3489","14565281740.023","15987118750.6366","17706339876.4332","19085982030.1594","21537169019.5305","22594405898.2424","23364814443.3041","24064126928.0264","24558847058.4576","26269620759.8752","27776159300.9177","28751821736.9921","31373289893.8217","32583086287.3712","34726431287.5926","36634232423.6798","35264590206.1178",
"Mali","MLI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6791299676.50546","7845591913.3977","7766108018.10273","8202384585.6769","8694205747.22757","8958269298.33934","9765941701.39042","10420605652.3162","11335785829.711","12155029601.5914","12419192366.1739","14643088590.8683","15336761817.1893","17046118533.2694","17778114533.7915","19529841175.56","21058925956.8302","22380109063.2837","23904445313.9993","25244364355.1568","26895625108.4163","28339693401.1737","28185271180.1879","29823029628.6952","32434173880.7766","35447022304.1779","39326484634.0147","41593677730.7733","44613972539.364","47574595860.7926","47356728074.5609",
"Malta","MLT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3188383222.69783","3502433654.43956","3750291949.49278","4011210933.90488","4328385544.24385","4699431620.58707","4956805993.63665","5288374617.36476","5575101119.02962","5856490975.39202","7163358106.39763","7278307191.21801","7760931436.28518","8333537771.76475","8638285373.10978","9008196157.25652","9439548016.09782","10179797587.7868","10858152002.863","11000413858.3183","11914908155.6484","12060614196.7987","12703321647.627","13756978519.1535","14924508381.7919","16669491529.3853","18162761915.2475","19957373151.8726","21557427818.2339","23573349946.3203","22398213387.6244",
"Myanmar","MMR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17570058142.1054","18046056025.1236","20240459504.736","21971606648.2297","24118906741.9354","26335590056.4191","28545579878.339","30698147477.3919","32864748736.101","36988275508.8993","43013181679.6044","48943084082.5053","55696001979.4225","64584074847.3225","75319280590.4715","88203816512.6695","102755695927.446","118168883384.683","132821726008.591","147953822445.58","164098477495.262","176893542391.214","191626156425.201","208255864509.368","221974218424.915","232666888251.559","238280127040.276","253028635780.987","276594504669.679","286302483261.584","260816442210.504",
"Middle East & North Africa (excluding high income)","MNA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1037775255160.81","1145476441018.01","1226193835239.05","1289923519594.35","1336450756898.7","1402088526520.15","1512327486857.72","1592692870517.72","1720282247849.3","1823410818369.19","1984565504931.94","2073737841160.86","2169614719509.33","2248423069439.15","2496132826947.19","2683723603113.28","2906277692820.47","3167503785386.19","3347480183064.1","3460419787939.47","3684078760413.28","3736103941762.25","3905328329790.68","3938855173435.88","3884766095695.87","3702917659959.14","3750535108373.27","3933511689517.96","4040545907953.49","4128917817160.69","4071807890453.5",
"Montenegro","MNE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3632363561.70742","4113965328.60913","4329960670.96778","4489957665.84731","4806086515.19858","5106756308.28073","6423786968.88291","7664086895.23415","8524367613.14904","8057427431.6938","8453006971.88699","8974047140.3252","8603990804.77953","9237457561.02684","9557956314.39484","10161592231.2927","11325497837.5304","12249721734.6548","13407303845.1941","14520578122.1235","12786649297.2466",
"Mongolia","MNG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7304733238.00144","6895246099.58698","6399581200.58724","6343676822.65693","6617430869.92065","7186995458.00268","7482164323.68804","7912729917.01842","8269043995.82622","8645988583.98835","8940570943.28758","9406455278.85722","10007490707.2702","10907345508.4981","12391145512.0985","13703932273.8083","15326665410.5643","17351254393.0189","19263123792.0367","19163741461.4292","20621063954.4708","24691841190.0464","28889684311.683","30402499578.9283","32506744921.2182","32284592101.9162","32833404463.105","35222426052.7844","38681832187.8076","41403609438.2156","39669256919.2422",
"Northern Mariana Islands","MNP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3783268344.30069","4103854174.09143","3940299912.77133","4461211124.07163","4854169583.37953","5067949287.86273","5738874923.86874","6501646963.52844","7227786695.26936","8189894074.05227","8471803374.2382","9704062444.25526","10773428515.8973","11728317236.7915","12997525991.5308","14293102074.8369","16153199279.728","17869261493.2443","19549906100.9895","20943562993.5687","22565301062.4227","24745386724.0785","25745855746.6741","27733011810.3359","29941333846.0074","34918471458.0821","37950978490.3475","36775580595.8018","38955445881.1667","40559949522.4734","40525017084.789",
"Mauritania","MRT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5365265022.28523","5645885427.51106","5882772422.70353","6375937129.13631","6312772752.69945","7078045738.51594","7627042701.99018","7449419839.36505","7742523962.96044","8142813638.51062","7998674604.9828","8108767980.64662","8350822713.9109","9095217498.59862","9782123425.59358","10950897842.5436","13350699882.2459","13439342117.0449","13655394671.8132","13772963798.7614","14298541791.8009","15206335118.1468","15797573506.5031","17107165464.4978","16883392126.9338","16995094117.3576","19569042826.8309","21743465320.1028","22736497193.2798","24515054882.5216","24442679523.6425",
"Mauritius","MUS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5233922328.66015","5650919599.42439","6156113364.60312","6622307499.22079","7043479023.37295","7499512374.46628","8063559953.98219","8674563721.68478","9304840301.19772","9685634616.90626","10714407615.5108","11315956444.7491","11680582116.9281","12602481621.5482","13502148249.8018","14170214943.5334","15309357186.4008","16620931047.3095","17857009376.8902","18589628805.239","19629432101.877","20856589153.2036","21304168424.878","22487480674.6131","23312206792.5804","24279686437.2367","26155431238.2558","27081834228.7363","28774700048.209","30171347026.3332","25996647925.0119",
"Malawi","MWI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4409613041.55095","4956723829.87193","4697924366.30303","5275388972.94209","4836295701.72669","5763728189.52151","6298695276.53752","6654470780.27378","6991494165.48074","7308209280.09962","7589340382.83024","7369958309.11074","7613804655.13015","8197684020.3081","8874701323.38608","9450268932.9156","10193857319.4747","11472591263.7691","12589272655.5036","13741688330.9557","14857433208.5004","15904043611.065","15919778301.1988","17558045999.5785","17576097210.5181","17062379707.3309","17635609750.8145","25559458183.094","27330151212.7166","29409535165.3746","30003895751.088",
"Malaysia","MYS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122856220978.573","139134711924.725","154949475897.136","174317891849.445","194441465888.831","218031283575.888","244231699103.697","266803228300.557","249949998046.884","269121239367.784","299511433201.75","307665498645.685","329380603292.233","354917785912.082","389196719509.591","422718912381.707","459833889097.241","501928314714.297","536415236419.847","532323905611.958","578511606785.605","621861803378.808","668155626860.022","691871113876.77","734947546649.784","750777096659.435","783874094211.83","829296989955.658","889714868061.943","944563826124.455","902586091755.737",
"North America","NAC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6490200899921.22","6702340033420.3","7096464201633.36","7464588472948.22","7931059041943.57","8314759906901.06","8786391987219.04","9335397807694.59","9859069882674.34","10480063824816.6","11156706811301.2","11522747322671","11911083311069.8","12485261132218","13300921417414.7","14212213878120.8","15060398782839","15757701830225.9","16060143338578.6","15761548661636.9","16360730353305.4","16977907249203.2","17669476183508.9","18343458824779.9","19153039151341.8","19837841138600.5","20428097528934.5","21313968775144.3","22479344523410.9","23343176714511","22769625170295.3",
"Namibia","NAM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5308668646.35544","5936339908.64066","6508133604.41431","6557163275.64263","6813039755.19474","7227114061.12459","7594303799.37824","8056320655.75206","8415161532.16608","8824283779.68794","9336597393.67496","9653781355.52186","10276080468.0865","10910692817.3312","12579164962.7103","13299069318.3502","14670659350.3737","15874340722.6292","16611939749.1573","16788122205.9036","18009436678.5346","19321711399.2762","20501646103.2826","21744370580.1069","23796468385.0434","24615023878.2931","24587611894.435","24438091221.5369","25302132746.3516","25597723957.7912","23839426864.8048",
"New Caledonia","NCL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6126579248.84713","6305929341.14197","6578677056.9687","6756276299.29826","7028541389.47302","7352252869.08934","7494396845.03627","7744931208.3811","8613167363.23259","8718340248.18975","8805522033.61938","9652699667.26045","10287657352.9455","10706160888.1824","11034391226.9781","12212333971.8195","13328143214.4493","14116293010.9088","15503491543.2257","15928273689.6012","17496153307.7067","18282764961.5946","20618757380.2004","20860788569.3309","21982232411.6596","22912137965.4102","23875418393.0485","25138435012.4332","27600363812.9013","29751347687.1439","30563399958.9349",
"Nigeria","NGA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","195930289158.615","203282049710.946","217543594651.067","218167904737.798","218782577310.354","223207919304.82","236831901103.233","248147221995.91","257417573015.81","262659531968.492","282000569306.88","305239982399.302","357598985974.352","391001358105.168","438671520353.205","481459606032.987","526086113116.86","575824742732.046","626734458459.32","682266544598.871","745473030025.964","801440949035.347","833291994452.731","897506108480.495","971491854689.888","982912105652.4","973442207702.023","990700126987.351","1033992766474.73","1075693742556.29","1069189046257.84",
"Nicaragua","NIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8239077918.07258","8501581450.14388","8728918961.43259","8900711913.25812","9394205154.71229","10158214768.2443","11000472755.6224","11641332503.3793","12209310507.4974","13257035357.6936","14109297622.5785","14845691888.9343","15194213423.4568","15866502745.7715","17159209802.1142","18451424402.9744","19799150691.927","21362976120.4183","22526730892.4792","21951220727.9257","23186079964.2442","25165799199.6615","26490432129.383","27949762382.7127","30355546777.3138","32944994652.2256","35895147406.1907","38334779852.6713","37934761583.8963","37193251324.5242","36899427731.721",
"Netherlands","NLD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","286004057867.01","302887669906.829","315075365011.542","326596646042.385","343448087431.694","361575740685.678","379802287905.839","406001471984.44","435212840873.218","462796668420.942","507780035791.198","532645292220.353","556285472929.846","553516727147.912","582563788734.968","614044200508.505","669518625928.318","718924347891.715","763407743799.947","737085358373.048","748994016831.616","777880906388.857","792042289740.032","827475738129.662","830318571509.821","851884866008.706","890488127445.161","943739691874.959","997729932916.361","1035058483850.11","1034856288462.98",
"Norway","NOR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78112922789.6062","83245557573.7161","88185990638.387","92843990294.4709","99620445639.1219","105935835399.959","117243383360.135","125981710608.97","124901921895.951","136333970612.487","165952701240.151","170532420385.714","172360885220.162","175993111308.884","195223611740.833","220981890027.144","252086869267.294","263065796083.72","294277831349.971","267535441149.399","283399996391.173","307471559230.611","327987730556.922","340137921349.59","338506031929.012","313230605417.6","308522092432.707","337993790660.964","370296238032.368","365502323357.107","340454099711.874",
"Nepal","NPL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16238653956.5504","17856879280.9882","19013808322.6351","20213854214.2563","22341740952.7345","23601386762.3539","25314094843.1855","27067616434.2972","28197922190.2733","29867263345.2315","32428104548.3835","34730045830.217","35321778629.871","37397073025.4804","40202182964.6521","42896733424.7245","45681863708.2696","48509334991.9953","52471826868.8769","55268568227.5602","58605567479.5692","61877053748.719","67618420435.103","72735235363.1082","79300444354.3583","80942994652.63","81508795259.0645","98515977278.9959","108570881473.849","117865684028.745","116802080461.862",
